"","CFRAG","SDTO","STPC","CLPC","BULK","TAWC","ORGC","TOTN","CNrt","CECS","ECEC","TEB","BSAT","ALSA","ESP","PHAQ","TCEQ","GYPS","ELCO"
"MVZ180089",12.4,45.55,33.3,21.15,1.45450000875,16.55,9.311250041,0.9897499994,10.3,17,33.2,32.075,95.55,0,6.875,7.65249995075,70.95,13.725,2.1
"MVZ180090",12.4,45.55,33.3,21.15,1.45450000875,16.55,9.311250041,0.9897499994,10.3,17,33.2,32.075,95.55,0,6.875,7.65249995075,70.95,13.725,2.1
"MVZ165717",13.8,58.8,25.1,16.1,1.478999996,13.7,6.610999967,0.7410000085,9.9,12.2,25.1,23.6,93.3,0,2.3,7.519999934,65.8,4.7,1
"MVZ165718",13.8,58.8,25.1,16.1,1.478999996,13.7,6.610999967,0.7410000085,9.9,12.2,25.1,23.6,93.3,0,2.3,7.519999934,65.8,4.7,1
"MVZ165720",13.8,58.8,25.1,16.1,1.478999996,13.7,6.610999967,0.7410000085,9.9,12.2,25.1,23.6,93.3,0,2.3,7.519999934,65.8,4.7,1
"MVZ165729",13.5,59,24.85,16.15,1.48549999,13.75,6.5234999675,0.74750000825,9.75,12.5,24.55,23.8,94.75,0,2.35,7.499999929,61.2,6.15,1
"MVZ165730",13.8,58.8,25.1,16.1,1.478999996,13.7,6.610999967,0.7410000085,9.9,12.2,25.1,23.6,93.3,0,2.3,7.519999934,65.8,4.7,1
"MVZ1066",10.4,50.25,29.325,20.425,1.4805000015,15.925,7.8599999425,0.89050000325,9.575,14.3,29.525,29.525,94.175,0,7.975,7.61749998425,69.9,16.025,2.625
"MVZ74244",13.2,59.2,24.6,16.2,1.491999984,13.8,6.435999968,0.754000008,9.6,12.8,24,24,96.2,0,2.4,7.479999924,56.6,7.6,1
"MVZ74245",13.2,59.2,24.6,16.2,1.491999984,13.8,6.435999968,0.754000008,9.6,12.8,24,24,96.2,0,2.4,7.479999924,56.6,7.6,1
"MVZ74248",13.2,59.2,24.6,16.2,1.491999984,13.8,6.435999968,0.754000008,9.6,12.8,24,24,96.2,0,2.4,7.479999924,56.6,7.6,1
"MVZ74249",13.2,59.2,24.6,16.2,1.491999984,13.8,6.435999968,0.754000008,9.6,12.8,24,24,96.2,0,2.4,7.479999924,56.6,7.6,1
"MVZ74251",13.2,59.2,24.6,16.2,1.491999984,13.8,6.435999968,0.754000008,9.6,12.8,24,24,96.2,0,2.4,7.479999924,56.6,7.6,1
"MVZ74252",13.2,59.2,24.6,16.2,1.491999984,13.8,6.435999968,0.754000008,9.6,12.8,24,24,96.2,0,2.4,7.479999924,56.6,7.6,1
"MVZ74253",13.2,59.2,24.6,16.2,1.491999984,13.8,6.435999968,0.754000008,9.6,12.8,24,24,96.2,0,2.4,7.479999924,56.6,7.6,1
"MVZ74254",13.2,59.2,24.6,16.2,1.491999984,13.8,6.435999968,0.754000008,9.6,12.8,24,24,96.2,0,2.4,7.479999924,56.6,7.6,1
"MVZ74255",13.2,59.2,24.6,16.2,1.491999984,13.8,6.435999968,0.754000008,9.6,12.8,24,24,96.2,0,2.4,7.479999924,56.6,7.6,1
"MVZ74457",13.2,59.2,24.6,16.2,1.491999984,13.8,6.435999968,0.754000008,9.6,12.8,24,24,96.2,0,2.4,7.479999924,56.6,7.6,1
"MVZ8090",13.0571428571429,54.9542857142857,26.5114285714286,18.5342857142857,1.4611142887,16.1585714285714,7.36944284965714,0.77174285386,10.3985714285714,13.4385714285714,28.1928571428571,25.8285714285714,90.4514285714286,0,7.06285714285714,7.57228573831429,62.1757142857143,15.9814285714286,2.38
"MVZ852",9.03333333333333,53.0333333333333,28.3333333333333,18.6333333333333,1.481333328,15.1666666666667,6.62066663233333,0.830666673266667,9.46666666666667,13.5333333333333,30.9,31,95.1333333333333,0,9.83333333333333,7.663333289,69.6333333333333,14.5,3.16666666666667
"MVZ853",10.4,50.25,29.325,20.425,1.4805000015,15.925,7.8599999425,0.89050000325,9.575,14.3,29.525,29.525,94.175,0,7.975,7.61749998425,69.9,16.025,2.625
"MVZ854",10.4,50.25,29.325,20.425,1.4805000015,15.925,7.8599999425,0.89050000325,9.575,14.3,29.525,29.525,94.175,0,7.975,7.61749998425,69.9,16.025,2.625
"MVZ855",10.4,50.25,29.325,20.425,1.4805000015,15.925,7.8599999425,0.89050000325,9.575,14.3,29.525,29.525,94.175,0,7.975,7.61749998425,69.9,16.025,2.625
"MVZ961",10.4,50.25,29.325,20.425,1.4805000015,15.925,7.8599999425,0.89050000325,9.575,14.3,29.525,29.525,94.175,0,7.975,7.61749998425,69.9,16.025,2.625
"MVZ966",10.4,50.25,29.325,20.425,1.4805000015,15.925,7.8599999425,0.89050000325,9.575,14.3,29.525,29.525,94.175,0,7.975,7.61749998425,69.9,16.025,2.625
"MVZ102733",11.912,55.524,26.572,17.904,1.46675999416,15.672,6.57423998548,0.745799999904,10.3,13.448,30.196,28.152,92.26,0,8.872,7.66280000404,66.012,14.684,2.944
"MVZ102734",11.912,55.524,26.572,17.904,1.46675999416,15.672,6.57423998548,0.745799999904,10.3,13.448,30.196,28.152,92.26,0,8.872,7.66280000404,66.012,14.684,2.944
"MVZ163175",8.275,33.775,38.525,27.7,1.358750032525,15.5,21.7507500125,1.74175000025,12.6,22.45,22.625,21.725,77.625,4.925,1.25,6.31749994875,26.425,2.85,0.45
"MVZ163176",10.3666666666667,39.5,39.6333333333333,20.8666666666667,1.27633336203333,15.7333333333333,22.9489998433333,1.733666671,13.1333333333333,17.6,16.2333333333333,15.3,73.2333333333333,6.56666666666667,1.2,6.16333322566667,9.9,1.93333333333333,0.533333333333333
"MVZ163177",10.3666666666667,39.5,39.6333333333333,20.8666666666667,1.27633336203333,15.7333333333333,22.9489998433333,1.733666671,13.1333333333333,17.6,16.2333333333333,15.3,73.2333333333333,6.56666666666667,1.2,6.16333322566667,9.9,1.93333333333333,0.533333333333333
"MVZ163179",8.275,33.775,38.525,27.7,1.358750032525,15.5,21.7507500125,1.74175000025,12.6,22.45,22.625,21.725,77.625,4.925,1.25,6.31749994875,26.425,2.85,0.45
"MVZ163180",10.3666666666667,39.5,39.6333333333333,20.8666666666667,1.27633336203333,15.7333333333333,22.9489998433333,1.733666671,13.1333333333333,17.6,16.2333333333333,15.3,73.2333333333333,6.56666666666667,1.2,6.16333322566667,9.9,1.93333333333333,0.533333333333333
"MVZ163216",10.3666666666667,39.5,39.6333333333333,20.8666666666667,1.27633336203333,15.7333333333333,22.9489998433333,1.733666671,13.1333333333333,17.6,16.2333333333333,15.3,73.2333333333333,6.56666666666667,1.2,6.16333322566667,9.9,1.93333333333333,0.533333333333333
"MVZ163217",8.275,33.775,38.525,27.7,1.358750032525,15.5,21.7507500125,1.74175000025,12.6,22.45,22.625,21.725,77.625,4.925,1.25,6.31749994875,26.425,2.85,0.45
"MVZ163218",10.3666666666667,39.5,39.6333333333333,20.8666666666667,1.27633336203333,15.7333333333333,22.9489998433333,1.733666671,13.1333333333333,17.6,16.2333333333333,15.3,73.2333333333333,6.56666666666667,1.2,6.16333322566667,9.9,1.93333333333333,0.533333333333333
"MVZ163219",8.275,33.775,38.525,27.7,1.358750032525,15.5,21.7507500125,1.74175000025,12.6,22.45,22.625,21.725,77.625,4.925,1.25,6.31749994875,26.425,2.85,0.45
"MVZ163220",8.275,33.775,38.525,27.7,1.358750032525,15.5,21.7507500125,1.74175000025,12.6,22.45,22.625,21.725,77.625,4.925,1.25,6.31749994875,26.425,2.85,0.45
"MVZ163234",10.3666666666667,39.5,39.6333333333333,20.8666666666667,1.27633336203333,15.7333333333333,22.9489998433333,1.733666671,13.1333333333333,17.6,16.2333333333333,15.3,73.2333333333333,6.56666666666667,1.2,6.16333322566667,9.9,1.93333333333333,0.533333333333333
"MVZ163237",10.3666666666667,39.5,39.6333333333333,20.8666666666667,1.27633336203333,15.7333333333333,22.9489998433333,1.733666671,13.1333333333333,17.6,16.2333333333333,15.3,73.2333333333333,6.56666666666667,1.2,6.16333322566667,9.9,1.93333333333333,0.533333333333333
"MVZ163239",10.3666666666667,39.5,39.6333333333333,20.8666666666667,1.27633336203333,15.7333333333333,22.9489998433333,1.733666671,13.1333333333333,17.6,16.2333333333333,15.3,73.2333333333333,6.56666666666667,1.2,6.16333322566667,9.9,1.93333333333333,0.533333333333333
"MVZ163242",10.3666666666667,39.5,39.6333333333333,20.8666666666667,1.27633336203333,15.7333333333333,22.9489998433333,1.733666671,13.1333333333333,17.6,16.2333333333333,15.3,73.2333333333333,6.56666666666667,1.2,6.16333322566667,9.9,1.93333333333333,0.533333333333333
"MVZ163243",10.3666666666667,39.5,39.6333333333333,20.8666666666667,1.27633336203333,15.7333333333333,22.9489998433333,1.733666671,13.1333333333333,17.6,16.2333333333333,15.3,73.2333333333333,6.56666666666667,1.2,6.16333322566667,9.9,1.93333333333333,0.533333333333333
"MVZ163247",10.3666666666667,39.5,39.6333333333333,20.8666666666667,1.27633336203333,15.7333333333333,22.9489998433333,1.733666671,13.1333333333333,17.6,16.2333333333333,15.3,73.2333333333333,6.56666666666667,1.2,6.16333322566667,9.9,1.93333333333333,0.533333333333333
"MVZ163249",10.3666666666667,39.5,39.6333333333333,20.8666666666667,1.27633336203333,15.7333333333333,22.9489998433333,1.733666671,13.1333333333333,17.6,16.2333333333333,15.3,73.2333333333333,6.56666666666667,1.2,6.16333322566667,9.9,1.93333333333333,0.533333333333333
"MVZ163250",10.3666666666667,39.5,39.6333333333333,20.8666666666667,1.27633336203333,15.7333333333333,22.9489998433333,1.733666671,13.1333333333333,17.6,16.2333333333333,15.3,73.2333333333333,6.56666666666667,1.2,6.16333322566667,9.9,1.93333333333333,0.533333333333333
"MVZ163251",10.3666666666667,39.5,39.6333333333333,20.8666666666667,1.27633336203333,15.7333333333333,22.9489998433333,1.733666671,13.1333333333333,17.6,16.2333333333333,15.3,73.2333333333333,6.56666666666667,1.2,6.16333322566667,9.9,1.93333333333333,0.533333333333333
"MVZ163254",10.3666666666667,39.5,39.6333333333333,20.8666666666667,1.27633336203333,15.7333333333333,22.9489998433333,1.733666671,13.1333333333333,17.6,16.2333333333333,15.3,73.2333333333333,6.56666666666667,1.2,6.16333322566667,9.9,1.93333333333333,0.533333333333333
"MVZ149571",16.57875,57.84375,25.85375,16.3025,1.42426253575,15.355,7.98757504305,0.730512493095,10.82,12.4475,27.755,24.14875,88.87625,0.20625,2.61125,7.607374999625,73.7325,12.89375,0.8775
"MVZ149572",16.27,57.4277777777778,26.2811111111111,16.2911111111111,1.42445559122222,15.26,7.87917780404444,0.730899994228889,10.7511111111111,12.3533333333333,28.46,24.7544444444444,88.9122222222222,0.183333333333333,2.57666666666667,7.64655554377778,78.4511111111111,11.7166666666667,0.891111111111111
"MVZ58954",16.0816666666667,57.0133333333333,25.33,17.6566666666667,1.45250001025,14.4966666666667,9.46984999293333,0.879966671035,10.4066666666667,13.9183333333333,22.83,21.2966666666667,92.0116666666667,0,4.15666666666667,7.27383335635,38.5183333333333,12.9116666666667,1.6
"MVZ67284",10.45,34.25,40,25.75,1.4815000065,17.45,17.153499805,1.5390000115,11,20.25,25.55,23.8,85.55,0,1.6,6.739999986,29.1,7.75,0.9
"MVZ67286",10.45,34.25,40,25.75,1.4815000065,17.45,17.153499805,1.5390000115,11,20.25,25.55,23.8,85.55,0,1.6,6.739999986,29.1,7.75,0.9
"MVZ71116",11.3,46.1666666666667,36.6666666666667,17.1666666666667,1.3929999961,16.9,20.9939997038333,1.6710000091,11.25,16.9166666666667,22.5833333333333,20.6333333333333,82.2666666666667,2.63333333333333,1.95,6.7449999655,32.0166666666667,7.73333333333333,0.933333333333333
"MVZ71117",11.3,46.1666666666667,36.6666666666667,17.1666666666667,1.3929999961,16.9,20.9939997038333,1.6710000091,11.25,16.9166666666667,22.5833333333333,20.6333333333333,82.2666666666667,2.63333333333333,1.95,6.7449999655,32.0166666666667,7.73333333333333,0.933333333333333
"MVZ71118",11.3,46.1666666666667,36.6666666666667,17.1666666666667,1.3929999961,16.9,20.9939997038333,1.6710000091,11.25,16.9166666666667,22.5833333333333,20.6333333333333,82.2666666666667,2.63333333333333,1.95,6.7449999655,32.0166666666667,7.73333333333333,0.933333333333333
"MVZ71119",11.98,48.72,34.84,16.44,1.37919999492,17.18,22.2491996726,1.68820000072,11.42,17.12,22.4,20.06,81.52,3.16,2.02,6.7679999358,29.6,8.96,0.92
"MVZ71120",11.3,46.1666666666667,36.6666666666667,17.1666666666667,1.3929999961,16.9,20.9939997038333,1.6710000091,11.25,16.9166666666667,22.5833333333333,20.6333333333333,82.2666666666667,2.63333333333333,1.95,6.7449999655,32.0166666666667,7.73333333333333,0.933333333333333
"MVZ71121",11.3,46.1666666666667,36.6666666666667,17.1666666666667,1.3929999961,16.9,20.9939997038333,1.6710000091,11.25,16.9166666666667,22.5833333333333,20.6333333333333,82.2666666666667,2.63333333333333,1.95,6.7449999655,32.0166666666667,7.73333333333333,0.933333333333333
"MVZ82390",12.9,46.15,29.85,24,1.4930000005,14.55,13.514999966,1.2165000145,10.85,17.95,24.25,21.85,87.15,0,1.9,6.9549999955,29.7,2.35,0.9
"MVZ87783",12.52,49.6,31.8,18.6,1.4462000076,16.86,8.8562000536,0.96059999408,9.92,15.8,30.78,29.74,96.4,0,2.58,7.6659999288,68.02,12.94,1
"MVZ87784",12.52,49.6,31.8,18.6,1.4462000076,16.86,8.8562000536,0.96059999408,9.92,15.8,30.78,29.74,96.4,0,2.58,7.6659999288,68.02,12.94,1
"MVZ87785",12.52,49.6,31.8,18.6,1.4462000076,16.86,8.8562000536,0.96059999408,9.92,15.8,30.78,29.74,96.4,0,2.58,7.6659999288,68.02,12.94,1
"MVZ87786",12.52,49.6,31.8,18.6,1.4462000076,16.86,8.8562000536,0.96059999408,9.92,15.8,30.78,29.74,96.4,0,2.58,7.6659999288,68.02,12.94,1
"MVZ87788",12.52,49.6,31.8,18.6,1.4462000076,16.86,8.8562000536,0.96059999408,9.92,15.8,30.78,29.74,96.4,0,2.58,7.6659999288,68.02,12.94,1
"MVZ22707",10.05,40.4,34.85,24.75,1.40250000845,16.5,20.584000125,1.5519999995,11.5,17.3,16.95,15,78.35,0.75,1.65,6.5300000185,18,5.45,1.3
"MVZ22708",10.05,40.4,34.85,24.75,1.40250000845,16.5,20.584000125,1.5519999995,11.5,17.3,16.95,15,78.35,0.75,1.65,6.5300000185,18,5.45,1.3
"MVZ22709",10.05,40.4,34.85,24.75,1.40250000845,16.5,20.584000125,1.5519999995,11.5,17.3,16.95,15,78.35,0.75,1.65,6.5300000185,18,5.45,1.3
"MVZ22710",10.3666666666667,39.2666666666667,34.2333333333333,26.5,1.41833335563333,15.6666666666667,19.53266685,1.53133333633333,11.6666666666667,17.5333333333333,16.9666666666667,15.3333333333333,78.2333333333333,0.5,1.43333333333333,6.52000001233333,12,3.96666666666667,1.2
"MVZ22711",10.3666666666667,39.2666666666667,34.2333333333333,26.5,1.41833335563333,15.6666666666667,19.53266685,1.53133333633333,11.6666666666667,17.5333333333333,16.9666666666667,15.3333333333333,78.2333333333333,0.5,1.43333333333333,6.52000001233333,12,3.96666666666667,1.2
"MVZ22714",10.05,40.4,34.85,24.75,1.40250000845,16.5,20.584000125,1.5519999995,11.5,17.3,16.95,15,78.35,0.75,1.65,6.5300000185,18,5.45,1.3
"MVZ22719",10.45,42.025,33.125,24.85,1.325250026225,15.225,21.4157500475,1.62300000675,12.5,16.225,14.325,12.55,69.6,5.3,1.325,6.1824999685,9,4.175,0.975
"MVZ22720",10.45,42.025,33.125,24.85,1.325250026225,15.225,21.4157500475,1.62300000675,12.5,16.225,14.325,12.55,69.6,5.3,1.325,6.1824999685,9,4.175,0.975
"MVZ22721",10.45,42.025,33.125,24.85,1.325250026225,15.225,21.4157500475,1.62300000675,12.5,16.225,14.325,12.55,69.6,5.3,1.325,6.1824999685,9,4.175,0.975
"MVZ22722",10.45,42.025,33.125,24.85,1.325250026225,15.225,21.4157500475,1.62300000675,12.5,16.225,14.325,12.55,69.6,5.3,1.325,6.1824999685,9,4.175,0.975
"MVZ22724",10.45,42.025,33.125,24.85,1.325250026225,15.225,21.4157500475,1.62300000675,12.5,16.225,14.325,12.55,69.6,5.3,1.325,6.1824999685,9,4.175,0.975
"MVZ22727",10.2666666666667,43.7,33.1666666666667,23.1333333333333,1.28366668496667,15.6333333333333,22.7443332966667,1.667333339,12.6666666666667,15.6333333333333,13.4333333333333,11.4,66.8,7.06666666666667,1.43333333333333,6.07666662466667,12,5.23333333333333,0.966666666666667
"MVZ22729",10.45,42.025,33.125,24.85,1.325250026225,15.225,21.4157500475,1.62300000675,12.5,16.225,14.325,12.55,69.6,5.3,1.325,6.1824999685,9,4.175,0.975
"MVZ64579",10.45,42.025,33.125,24.85,1.325250026225,15.225,21.4157500475,1.62300000675,12.5,16.225,14.325,12.55,69.6,5.3,1.325,6.1824999685,9,4.175,0.975
"MVZ64581",10.2666666666667,43.7,33.1666666666667,23.1333333333333,1.28366668496667,15.6333333333333,22.7443332966667,1.667333339,12.6666666666667,15.6333333333333,13.4333333333333,11.4,66.8,7.06666666666667,1.43333333333333,6.07666662466667,12,5.23333333333333,0.966666666666667
"MVZ64583",10.45,42.025,33.125,24.85,1.325250026225,15.225,21.4157500475,1.62300000675,12.5,16.225,14.325,12.55,69.6,5.3,1.325,6.1824999685,9,4.175,0.975
"MVZ64587",10.45,42.025,33.125,24.85,1.325250026225,15.225,21.4157500475,1.62300000675,12.5,16.225,14.325,12.55,69.6,5.3,1.325,6.1824999685,9,4.175,0.975
"MVZ64590",10.45,42.025,33.125,24.85,1.325250026225,15.225,21.4157500475,1.62300000675,12.5,16.225,14.325,12.55,69.6,5.3,1.325,6.1824999685,9,4.175,0.975
"MVZ64592",10.45,42.025,33.125,24.85,1.325250026225,15.225,21.4157500475,1.62300000675,12.5,16.225,14.325,12.55,69.6,5.3,1.325,6.1824999685,9,4.175,0.975
"MVZ64593",10.2666666666667,43.7,33.1666666666667,23.1333333333333,1.28366668496667,15.6333333333333,22.7443332966667,1.667333339,12.6666666666667,15.6333333333333,13.4333333333333,11.4,66.8,7.06666666666667,1.43333333333333,6.07666662466667,12,5.23333333333333,0.966666666666667
"MVZ162699",11.75,46.125,31.9,21.975,1.376000017,14.8,13.87424996,1.23125001205,11.45,16.425,24.875,24.3,83.925,4.925,6.25,6.90499994775,44.475,8.1,1.925
"MVZ162700",11.75,46.125,31.9,21.975,1.376000017,14.8,13.87424996,1.23125001205,11.45,16.425,24.875,24.3,83.925,4.925,6.25,6.90499994775,44.475,8.1,1.925
"MVZ162701",11.75,46.125,31.9,21.975,1.376000017,14.8,13.87424996,1.23125001205,11.45,16.425,24.875,24.3,83.925,4.925,6.25,6.90499994775,44.475,8.1,1.925
"MVZ162702",11.75,46.125,31.9,21.975,1.376000017,14.8,13.87424996,1.23125001205,11.45,16.425,24.875,24.3,83.925,4.925,6.25,6.90499994775,44.475,8.1,1.925
"MVZ162703",11.3333333333333,49.5,30.7333333333333,19.7666666666667,1.33866667733333,14.3333333333333,14.262333206,1.21966668073333,11.6666666666667,14.1,23.3666666666667,22.6666666666667,79.2333333333333,6.56666666666667,7.8,6.813333257,48.4333333333333,10,2.3
"MVZ162704",11.75,46.125,31.9,21.975,1.376000017,14.8,13.87424996,1.23125001205,11.45,16.425,24.875,24.3,83.925,4.925,6.25,6.90499994775,44.475,8.1,1.925
"MVZ162708",11.75,46.125,31.9,21.975,1.376000017,14.8,13.87424996,1.23125001205,11.45,16.425,24.875,24.3,83.925,4.925,6.25,6.90499994775,44.475,8.1,1.925
"MVZ162711",11.75,46.125,31.9,21.975,1.376000017,14.8,13.87424996,1.23125001205,11.45,16.425,24.875,24.3,83.925,4.925,6.25,6.90499994775,44.475,8.1,1.925
"MVZ165405",12.85,51.6,29.1,19.3,1.269000023,13.75,18.2084998895,1.43800001585,12.6,13.75,13.75,12.6,69.9,9.85,1.35,6.164999914,17.05,2.95,0.65
"MVZ165406",12.85,51.6,29.1,19.3,1.269000023,13.75,18.2084998895,1.43800001585,12.6,13.75,13.75,12.6,69.9,9.85,1.35,6.164999914,17.05,2.95,0.65
"MVZ165408",12.85,51.6,29.1,19.3,1.269000023,13.75,18.2084998895,1.43800001585,12.6,13.75,13.75,12.6,69.9,9.85,1.35,6.164999914,17.05,2.95,0.65
"MVZ165409",12.85,51.6,29.1,19.3,1.269000023,13.75,18.2084998895,1.43800001585,12.6,13.75,13.75,12.6,69.9,9.85,1.35,6.164999914,17.05,2.95,0.65
"MVZ165410",12.85,51.6,29.1,19.3,1.269000023,13.75,18.2084998895,1.43800001585,12.6,13.75,13.75,12.6,69.9,9.85,1.35,6.164999914,17.05,2.95,0.65
"MVZ165411",12.85,51.6,29.1,19.3,1.269000023,13.75,18.2084998895,1.43800001585,12.6,13.75,13.75,12.6,69.9,9.85,1.35,6.164999914,17.05,2.95,0.65
"MVZ165415",12.85,51.6,29.1,19.3,1.269000023,13.75,18.2084998895,1.43800001585,12.6,13.75,13.75,12.6,69.9,9.85,1.35,6.164999914,17.05,2.95,0.65
"MVZ165416",12.85,51.6,29.1,19.3,1.269000023,13.75,18.2084998895,1.43800001585,12.6,13.75,13.75,12.6,69.9,9.85,1.35,6.164999914,17.05,2.95,0.65
"MVZ165417",12.85,51.6,29.1,19.3,1.269000023,13.75,18.2084998895,1.43800001585,12.6,13.75,13.75,12.6,69.9,9.85,1.35,6.164999914,17.05,2.95,0.65
"MVZ165419",12.85,51.6,29.1,19.3,1.269000023,13.75,18.2084998895,1.43800001585,12.6,13.75,13.75,12.6,69.9,9.85,1.35,6.164999914,17.05,2.95,0.65
"MVZ166913",11.75,46.125,31.9,21.975,1.376000017,14.8,13.87424996,1.23125001205,11.45,16.425,24.875,24.3,83.925,4.925,6.25,6.90499994775,44.475,8.1,1.925
"MVZ166915",11.75,46.125,31.9,21.975,1.376000017,14.8,13.87424996,1.23125001205,11.45,16.425,24.875,24.3,83.925,4.925,6.25,6.90499994775,44.475,8.1,1.925
"MVZ160767",7.475,35.475,36.775,27.75,1.283500029275,15.15,23.350999895,1.81800000375,13.375,20.9,18.45,17.275,67.375,7.575,1.25,5.9174999245,19,3,0.225
"MVZ160768",7.475,35.475,36.775,27.75,1.283500029275,15.15,23.350999895,1.81800000375,13.375,20.9,18.45,17.275,67.375,7.575,1.25,5.9174999245,19,3,0.225
"MVZ160769",8.96,38.56,35.8,25.64,1.23320002482,15.68,31.368599972,2.1678000096,14.24,22.24,17.16,15.1,58.56,13.88,1.2,5.705999937,15.2,4.64,0.32
"MVZ160772",7.475,35.475,36.775,27.75,1.283500029275,15.15,23.350999895,1.81800000375,13.375,20.9,18.45,17.275,67.375,7.575,1.25,5.9174999245,19,3,0.225
"MVZ160773",8.96,38.56,35.8,25.64,1.23320002482,15.68,31.368599972,2.1678000096,14.24,22.24,17.16,15.1,58.56,13.88,1.2,5.705999937,15.2,4.64,0.32
"MVZ160777",8.96,38.56,35.8,25.64,1.23320002482,15.68,31.368599972,2.1678000096,14.24,22.24,17.16,15.1,58.56,13.88,1.2,5.705999937,15.2,4.64,0.32
"MVZ164441",7.475,35.475,36.775,27.75,1.283500029275,15.15,23.350999895,1.81800000375,13.375,20.9,18.45,17.275,67.375,7.575,1.25,5.9174999245,19,3,0.225
"MVZ164443",8.96,38.56,35.8,25.64,1.23320002482,15.68,31.368599972,2.1678000096,14.24,22.24,17.16,15.1,58.56,13.88,1.2,5.705999937,15.2,4.64,0.32
"MVZ164445",7.475,35.475,36.775,27.75,1.283500029275,15.15,23.350999895,1.81800000375,13.375,20.9,18.45,17.275,67.375,7.575,1.25,5.9174999245,19,3,0.225
"MVZ164447",7.475,35.475,36.775,27.75,1.283500029275,15.15,23.350999895,1.81800000375,13.375,20.9,18.45,17.275,67.375,7.575,1.25,5.9174999245,19,3,0.225
"MVZ164450",8.96,38.56,35.8,25.64,1.23320002482,15.68,31.368599972,2.1678000096,14.24,22.24,17.16,15.1,58.56,13.88,1.2,5.705999937,15.2,4.64,0.32
"MVZ164452",7.475,35.475,36.775,27.75,1.283500029275,15.15,23.350999895,1.81800000375,13.375,20.9,18.45,17.275,67.375,7.575,1.25,5.9174999245,19,3,0.225
"MVZ164454",7.475,35.475,36.775,27.75,1.283500029275,15.15,23.350999895,1.81800000375,13.375,20.9,18.45,17.275,67.375,7.575,1.25,5.9174999245,19,3,0.225
"MVZ164457",7.475,35.475,36.775,27.75,1.283500029275,15.15,23.350999895,1.81800000375,13.375,20.9,18.45,17.275,67.375,7.575,1.25,5.9174999245,19,3,0.225
"MVZ33529",10.4666666666667,36.9666666666667,36.4333333333333,26.6,1.24800000113333,16.3666666666667,31.8663331166667,2.37366670033333,12.5666666666667,22.0333333333333,13.6,11.6,57.8,11.6333333333333,1.4,5.699999966,0,4.26666666666667,0.333333333333333
"MVZ46851",7.475,35.475,36.775,27.75,1.283500029275,15.15,23.350999895,1.81800000375,13.375,20.9,18.45,17.275,67.375,7.575,1.25,5.9174999245,19,3,0.225
"MVZ46853",7.475,35.475,36.775,27.75,1.283500029275,15.15,23.350999895,1.81800000375,13.375,20.9,18.45,17.275,67.375,7.575,1.25,5.9174999245,19,3,0.225
"MVZ65511",7.475,35.475,36.775,27.75,1.283500029275,15.15,23.350999895,1.81800000375,13.375,20.9,18.45,17.275,67.375,7.575,1.25,5.9174999245,19,3,0.225
"MVZ65513",7.475,35.475,36.775,27.75,1.283500029275,15.15,23.350999895,1.81800000375,13.375,20.9,18.45,17.275,67.375,7.575,1.25,5.9174999245,19,3,0.225
"MVZ82381",11.9,44.5666666666667,35.8666666666667,19.5666666666667,1.08900000606667,19.1,59.6889998633333,3.32333331833333,16.4333333333333,24.6,12.2,9.26666666666667,39,17.8666666666667,1.4,5.29999993566667,0,4.26666666666667,0.566666666666667
"MVZ133192",12.95,47.075,33.3,19.625,1.48300000425,14.475,12.59275005125,1.18925000925,10.425,16.3,21.35,20,92.45,0,1.725,6.96749996,25.875,1.85,0.85
"MVZ134098",11.42,41.96,38.54,19.5,1.4478000174,15.58,13.77499992,1.27300000994,10.26,16.6,27.52,25.42,91.06,0,1.92,7.203999911,54.32,6.28,0.88
"MVZ134099",11.52,41.62,38.3,20.08,1.4482000128,15.58,13.38760007,1.27860000454,10.24,17.28,28.32,27.12,94.26,0,1.82,7.2859999474,54.66,6.66,0.88
"MVZ134250",13.225,45.1,34.725,20.175,1.4767500075,15,13.3097501065,1.24875000575,10.575,17.05,21.5,20.125,92.55,0,1.7,6.93249995775,21.45,2.6,0.85
"MVZ57430",9.6,53.8,30.6,15.6,1.425999978,18.6,6.105999854,0.7839999792,9,14,37.2,37.2,99.2,0,3.6,8.19999981,102.2,26.8,1
"MVZ57431",9.6,53.8,30.6,15.6,1.425999978,18.6,6.105999854,0.7839999792,9,14,37.2,37.2,99.2,0,3.6,8.19999981,102.2,26.8,1
"MVZ57432",9.6,53.8,30.6,15.6,1.425999978,18.6,6.105999854,0.7839999792,9,14,37.2,37.2,99.2,0,3.6,8.19999981,102.2,26.8,1
"MVZ57441",9.6,53.8,30.6,15.6,1.425999978,18.6,6.105999854,0.7839999792,9,14,37.2,37.2,99.2,0,3.6,8.19999981,102.2,26.8,1
"MVZ67608",15.08,50.18,30.9,18.92,1.4630000148,14.58,9.8648001262,1.01340000818,10.32,15.58,24.74,23.76,95.2,0,1.86,7.3199999912,48.06,5.5,1
"MVZ67701",11.45,42.9,37.3,19.8,1.44925002,15.2,12.331749955,1.182250002675,10,16.725,29.85,28.5,94.675,0,2,7.43249989825,67.9,7.45,0.85
"MVZ69178",11.4,44.8,33.8,21.4,1.42733332366667,16.3333333333333,14.0810000376667,1.2410000019,11,17.3,25.1,22.5,87,0,2.36666666666667,7.13999993166667,33.1,8.26666666666667,0.733333333333333
